Wall time,Step,Value
1733205060.076189,0,1.5208773612976074
1733205226.932789,1,0.9839736819267273
1733205403.347392,2,0.5580909252166748
1733205577.93747,3,0.48422959446907043
1733205785.136226,4,0.32763785123825073
1733206002.216576,5,0.2550283372402191
1733206188.220231,6,0.28489500284194946
1733206358.854678,7,0.4443058371543884
1733206535.151207,8,0.3961907923221588
1733206705.288113,9,0.33432453870773315
1733206876.041308,10,0.18684479594230652
1733207071.957675,11,0.29005661606788635
1733207249.920747,12,0.3764922320842743
1733207423.697859,13,0.32437270879745483
1733207602.606557,14,0.2188752442598343
1733207781.260757,15,0.20575091242790222
1733207957.954267,16,0.16600091755390167
1733208157.042946,17,0.2573750913143158
1733208330.606256,18,0.2413552850484848
1733208509.77743,19,0.11717532575130463
1733208709.826268,20,0.13534829020500183
1733208889.289201,21,0.19213731586933136
1733209068.666794,22,0.1636410653591156
1733209249.086572,23,0.21379657089710236
1733209431.591211,24,0.16308307647705078
1733209611.917176,25,0.14175823330879211
1733209801.29982,26,0.12050169706344604
1733209986.57037,27,0.15151241421699524
1733210167.109466,28,0.1472688913345337
1733210343.080906,29,0.15465852618217468
1733210511.311284,30,0.17284302413463593
1733210690.183565,31,0.1958446353673935
1733210871.926773,32,0.13351374864578247
1733211038.630132,33,0.13296058773994446
1733211206.264282,34,0.15502426028251648
1733211374.0561,35,0.1223437488079071
1733211543.229621,36,0.10629219561815262
1733211713.388084,37,0.19949591159820557
1733211832.682357,38,0.16911432147026062
1733211983.429576,39,0.13849195837974548
1733212160.72563,40,0.11050055921077728
1733212335.245007,41,0.11291436851024628
1733212502.019399,42,0.12537115812301636
1733212637.324103,43,0.11033221334218979
1733212761.358603,44,0.11278890818357468
1733212889.604858,45,0.11091839522123337
1733213017.317379,46,0.14829576015472412
1733213140.7844,47,0.12834356725215912
1733213270.590939,48,0.12359107285737991
1733213395.384851,49,0.09533277899026871
1733213536.221581,50,0.08976267278194427
1733213686.781348,51,0.13050079345703125
1733213813.026143,52,0.12632110714912415
1733213936.101543,53,0.13630340993404388
1733214067.862841,54,0.10560251027345657
1733214191.047297,55,0.1365763545036316
1733214313.413406,56,0.1236528605222702
1733214436.72223,57,0.1124781146645546
1733214558.947309,58,0.0926114171743393
1733214681.950622,59,0.10009128600358963
1733214804.127952,60,0.1169302761554718
1733214926.614704,61,0.11892341822385788
1733215049.639873,62,0.09500908851623535
1733215173.76273,63,0.11270486563444138
1733215302.877008,64,0.11701437085866928
1733215428.076484,65,0.165054589509964
1733215551.946347,66,0.09722612798213959
1733215676.019126,67,0.09684989601373672
1733215800.524952,68,0.09735605120658875
1733215924.254588,69,0.12121134996414185
1733216041.7078,70,0.1190691590309143
1733216161.444408,71,0.10522664338350296
1733216281.657358,72,0.1264704167842865
1733216401.035353,73,0.10055211931467056
1733216519.979519,74,0.10625611990690231
1733216640.504772,75,0.09851610660552979
1733216759.921213,76,0.10036623477935791
1733216879.013061,77,0.11947257816791534
1733217000.130686,78,0.10216786712408066
1733217119.317444,79,0.10097777098417282
1733217237.943632,80,0.09128738194704056
1733217356.975509,81,0.0988994836807251
1733217475.025871,82,0.0853501632809639
1733217605.9283,83,0.09234245121479034
1733217739.231633,84,0.09140297025442123
1733217860.987144,85,0.08459287136793137
1733218004.623981,86,0.08632926642894745
1733218131.514636,87,0.08830041438341141
1733218258.55251,88,0.08847162872552872
1733218388.770541,89,0.08765503019094467
1733218515.184187,90,0.08865442126989365
1733218646.172416,91,0.0948585495352745
1733218772.739764,92,0.09684502333402634
1733218901.545126,93,0.09744427353143692
1733219026.670596,94,0.09533169865608215
1733219156.318858,95,0.08950120210647583
1733219282.184232,96,0.08918142318725586
1733219412.9631,97,0.0867098942399025
1733219565.807762,98,0.0896635577082634
1733219746.61881,99,0.08780553191900253
